Order ID,Order Date,Customer Name,Product,Region,Salesperson,Quantity,Unit Price,Sales Amount
ORD-00269,2023-09-26,Julie Mcbride,Laptop,South America,Tammy Castillo,,973.36,
ORD-00270,2023-09-27,Brandon Nicholson,Smartphone,Asia,Richard Oneill,4.0,678.57,2714.28
ORD-00271,2023-09-28,Stephanie Brooks,Smartphone,South America,Lindsay Cabrera,15.0,978.89,14683.35
ORD-00272,2023-09-29,Brian Torres,Tablet,South America,Vanessa White,,949.58,
ORD-00273,2023-09-30,Kenneth Melton,Smartphone,South America,Rebecca Hall,,484.69,
ORD-00274,2023-10-01,Frank Bryant,Smartphone,Europe,Brett Rodriguez,4.0,225.11,900.44
ORD-00275,2023-10-02,Haley Pierce,Laptop,Asia,Eric Mendoza,16.0,292.49,4679.84
ORD-00276,2023-10-03,Paul Sosa,Tablet,Asia,Bradley Berry,5.0,578.01,2890.05
ORD-00277,2023-10-04,Lori Johns,Tablet,South America,Catherine Gordon,18.0,363.08,6535.44
ORD-00278,2023-10-05,Nicole Anderson,Smartphone,North America,Bryan Nelson,18.0,238.87,4299.66
ORD-00279,2023-10-06,Amber Baldwin,Laptop,South America,Martha Gordon,7.0,689.25,4824.75
ORD-00280,2023-10-07,Kevin Burnett,Laptop,North America,Stacey Lawrence,2.0,746.92,1493.84
ORD-00281,2023-10-08,Lynn Sharp,Tablet,Europe,Cheryl Stevens,16.0,293.97,4703.52
ORD-00282,2023-10-09,Glenn Collins,Smartphone,North America,Jennifer Sanchez,11.0,613.78,6751.58
ORD-00283,2023-10-10,Elizabeth Buckley,Laptop,North America,Brian Smith,18.0,135.96,2447.28
ORD-00284,2023-10-11,Ryan Harrington,Smartphone,Asia,Julia Mckenzie,8.0,947.79,7582.32
ORD-00285,2023-10-12,Christine Watts,Laptop,Europe,Emily Miller,12.0,80.23,962.76
ORD-00286,2023-10-13,Patricia Fitzgerald,Smartphone,North America,Debbie Campbell,4.0,647.66,2590.64
ORD-00287,2023-10-14,Kyle Rodriguez,Smartphone,,Eric Nelson,6.0,698.82,4192.92
ORD-00288,2023-10-15,Cheryl Fisher,Smartphone,Asia,Donald Hernandez,17.0,648.82,11029.94
ORD-00289,2023-10-16,Jason Petersen,Laptop,South America,Stephanie Morales,15.0,298.01,4470.15
ORD-00290,2023-10-17,David Zimmerman,Tablet,,Mrs. Jordan Hunter,17.0,69.74,1185.58
ORD-00291,2023-10-18,Nicholas Flores,Laptop,Asia,Jesus Pearson,14.0,309.17,4328.38
ORD-00292,2023-10-19,Philip Vaughan,Tablet,Europe,Nicholas Thomas,11.0,279.7,3076.7
ORD-00293,2023-10-20,Tracy Flynn,Laptop,North America,Shannon Wells,9.0,949.15,8542.35
ORD-00294,2023-10-21,Traci Lopez,Smartphone,Europe,Kayla Smith,,757.52,
ORD-00295,2023-10-22,Monica Wright,Laptop,North America,Regina Hopkins,17.0,147.87,2513.79
ORD-00296,2023-10-23,Richard Thompson,Tablet,Europe,Mariah Allen,15.0,270.24,4053.6000000000004
ORD-00297,2023-10-24,Denise Myers,Tablet,South America,Michael Martin,2.0,821.1,1642.2
ORD-00298,2023-10-25,Francisco Callahan,Smartphone,Asia,Ashley Smith,7.0,296.52,2075.64
ORD-00299,2023-10-26,Tyler Mccoy,Tablet,North America,Bethany Smith,6.0,247.55,1485.3000000000002
ORD-00300,2023-10-27,Lisa Miller,Smartphone,Europe,Michael Garcia,19.0,64.02,1216.3799999999999
ORD-00301,2023-10-28,Lisa Jones,Smartphone,North America,Brandy Scott,19.0,787.47,14961.93
ORD-00302,2023-10-29,Steven Barnett,Tablet,Europe,Courtney Miller,8.0,82.65,661.2
ORD-00303,2023-10-30,Marie Sullivan,Laptop,North America,Heather Greer,9.0,243.46,2191.14
ORD-00304,2023-10-31,Bruce Tapia,Laptop,,Ryan Galloway,9.0,916.09,8244.81
ORD-00305,2023-11-01,Rebecca Miller,Tablet,,Shelly Owens,3.0,228.04,684.12
ORD-00306,2023-11-02,Luis Taylor,Smartphone,Asia,Tara Hebert,17.0,867.43,14746.31
ORD-00307,2023-11-03,Kristen Rosales,Smartphone,North America,Mary Davis,,179.14,
ORD-00308,2023-11-04,Melissa Walker,Smartphone,North America,Timothy Clark,17.0,701.39,11923.63
ORD-00309,2023-11-05,Dorothy Williams,Laptop,North America,Kenneth Evans,19.0,119.26,2265.94
ORD-00310,2023-11-06,Mr. Christopher Mckay,Tablet,North America,Cody Carter,13.0,349.3,4540.900000000001
ORD-00311,2023-11-07,Kurt Perry,Laptop,South America,Julie Mooney,1.0,576.79,576.79
ORD-00312,2023-11-08,Linda Cole,Tablet,Europe,Mary Blevins,12.0,147.32,1767.84
ORD-00313,2023-11-09,Jessica Navarro,Laptop,South America,Roberto Schultz,16.0,318.63,5098.08
ORD-00314,2023-11-10,John Williams,Tablet,North America,Jason Cruz,1.0,475.97,475.97
ORD-00315,2023-11-11,Nicholas Barron,Tablet,South America,Rachel Benson,,213.43,
ORD-00316,2023-11-12,David Wright,Laptop,North America,Summer Paul,7.0,315.1,2205.7000000000003
ORD-00317,2023-11-13,Jeffery Miranda,Laptop,Asia,Sherry Tate DVM,11.0,65.39,719.29
ORD-00318,2023-11-14,Dr. Rachel Torres,Tablet,Asia,Russell Rodriguez,10.0,983.38,9833.8
ORD-00319,2023-11-15,Joshua Robinson,,Asia,James Stephens,6.0,795.84,4775.04
ORD-00320,2023-11-16,Allen Pierce,Laptop,North America,Parker Johnson,4.0,264.89,1059.56
ORD-00321,2023-11-17,Emily Malone,Tablet,Europe,Ian Woodward,13.0,691.17,8985.21
ORD-00322,2023-11-18,Allison Romero,Tablet,,Rebecca Kennedy,9.0,53.32,479.88
ORD-00323,2023-11-19,Allison Hall,Laptop,North America,Virginia Romero,16.0,667.18,10674.88
ORD-00324,2023-11-20,Luis Sawyer,Tablet,Europe,Brandon Ross,13.0,,
ORD-00325,2023-11-21,Brian White,Laptop,North America,Mrs. Sherry Franklin,7.0,676.56,4735.92
ORD-00326,2023-11-22,Sonya Barnes,Tablet,Asia,Maureen George,11.0,346.25,3808.75
ORD-00327,2023-11-23,Connie Moore,Tablet,Asia,Johnny Hughes,19.0,253.45,4815.55
ORD-00328,2023-11-24,Melanie Robinson,Smartphone,North America,Angela Hammond,6.0,789.3,4735.799999999999
ORD-00329,2023-11-25,Kristen Hickman,Smartphone,South America,Debra Hughes,5.0,422.92,2114.6
ORD-00330,2023-11-26,Edward Murphy,Tablet,Asia,Troy Short,14.0,70.94,993.16
ORD-00331,2023-11-27,Janet Hunter,Smartphone,South America,Ms. Aimee Lang,3.0,431.9,1295.6999999999998
ORD-00332,2023-11-28,Sherri Anderson,Tablet,Asia,Valerie Ward,7.0,,
ORD-00333,2023-11-29,Steven Miller,Laptop,South America,Kevin Williams,3.0,477.1,1431.3000000000002
ORD-00334,2023-11-30,John Franco,Tablet,,Charles Jimenez,12.0,164.76,1977.12
ORD-00335,2023-12-01,Robert Waller,Tablet,South America,Richard Lee,14.0,768.21,10754.94
ORD-00336,2023-12-02,Benjamin Velez,Tablet,North America,Michael Diaz,17.0,377.87,6423.79
ORD-00337,2023-12-03,Joanne Reed,Tablet,South America,Gene Jones,4.0,83.76,335.04
ORD-00338,2023-12-04,Danielle Ferrell,Laptop,Europe,Karen Friedman,5.0,241.32,1206.6
ORD-00339,2023-12-05,Michael Booth,Smartphone,South America,Daniel Alexander,5.0,600.81,3004.0499999999997
ORD-00340,2023-12-06,Kelsey Fernandez,Smartphone,Asia,Nicholas Neal,15.0,944.02,14160.3
ORD-00341,2023-12-07,Timothy Curtis,Smartphone,North America,Barbara Hill,11.0,989.97,10889.67
ORD-00342,2023-12-08,Joanna Montgomery,Tablet,Asia,Nicholas Strong,6.0,451.35,2708.1000000000004
ORD-00343,2023-12-09,Craig Dominguez,Laptop,Europe,Pamela Richardson,,963.2,
ORD-00344,2023-12-10,Aaron Carey,Smartphone,South America,Christina Meyer,13.0,484.3,6295.900000000001
ORD-00345,2023-12-11,David Davis,Laptop,South America,Vanessa Hamilton,17.0,703.58,11960.86
ORD-00346,2023-12-12,Christopher Mason,Tablet,North America,Kim Singleton,3.0,506.93,1520.79
ORD-00347,2023-12-13,Benjamin Taylor,Laptop,North America,Kim Rodgers,15.0,919.19,13787.85
ORD-00348,2023-12-14,Jacqueline Benton,Laptop,Asia,Christopher Reed,,963.58,
ORD-00349,2023-12-15,Mark Odonnell,Smartphone,Europe,Danielle Davis,1.0,740.49,740.49
ORD-00350,2023-12-16,Amanda Ross,Laptop,Europe,Bryan Bennett,11.0,752.08,8272.880000000001
ORD-00351,2023-12-17,Mr. Cameron Reed MD,Smartphone,Europe,Joshua Robinson,16.0,242.51,3880.16
ORD-00352,2023-12-18,Christina Kennedy,Laptop,Asia,Kyle Fox,9.0,594.2,5347.8
ORD-00353,2023-12-19,John Wilcox,Laptop,Europe,Samantha Thomas,6.0,907.68,5446.08
ORD-00354,2023-12-20,John Frank,Smartphone,Europe,Abigail Ingram,14.0,52.25,731.5
ORD-00355,2023-12-21,Amy Mosley,Laptop,North America,Amanda Sharp,9.0,452.87,4075.83
ORD-00356,2023-12-22,Sarah Newton,Laptop,,Michael Williams,16.0,343.63,5498.08
ORD-00357,2023-12-23,Mary Donaldson,,North America,Emily Jenkins,16.0,53.9,862.4
ORD-00358,2023-12-24,Amanda Hernandez,Smartphone,South America,Brandon Bonilla,17.0,102.64,1744.88
ORD-00359,2023-12-25,Julie Black,Tablet,South America,Mackenzie Peterson,10.0,272.42,2724.2000000000003
ORD-00360,2023-12-26,Mrs. Jasmine Cisneros DDS,Laptop,South America,Sheila Ferguson,12.0,189.26,2271.12
ORD-00361,2023-12-27,Aimee Jacobson,Smartphone,Asia,John Sexton,,578.74,
ORD-00362,2023-12-28,Ryan Mccarthy,Laptop,North America,Kim Morris,16.0,545.88,8734.08
ORD-00363,2023-12-29,Kevin Horton,Smartphone,North America,Mary Hampton,4.0,830.58,3322.32
ORD-00364,2023-12-30,David Khan,Tablet,Europe,Melissa Taylor,15.0,432.17,6482.55
ORD-00365,2023-12-31,Shirley Conner,Laptop,North America,Alexandra Oconnor,7.0,818.02,5726.139999999999
ORD-00366,2024-01-01,Cathy Vaughn,Laptop,Europe,Carlos Middleton,7.0,520.2,3641.4000000000005
ORD-00367,2024-01-02,Sandra Morris,Laptop,South America,Steve Ramirez,16.0,962.68,15402.88
ORD-00368,2024-01-03,Stephen Lynn,Smartphone,Asia,Christopher Riley,6.0,930.73,5584.38
ORD-00369,2024-01-04,Bill Jones,Tablet,South America,Savannah Willis,14.0,981.56,13741.84
ORD-00370,2024-01-05,Caroline Ray,Smartphone,Asia,Kristen Taylor,4.0,792.0,3168.0
ORD-00371,2024-01-06,Edwin Martinez,Tablet,South America,Julie Reed,1.0,649.63,649.63
ORD-00372,2024-01-07,Christine Garcia,Smartphone,North America,Brian Suarez DDS,2.0,687.32,1374.64
ORD-00373,2024-01-08,Danielle Riggs,Laptop,South America,David Luna,11.0,263.66,2900.26
ORD-00374,2024-01-09,Thomas Cooper,Tablet,Asia,Kevin Brown,2.0,650.22,1300.44
ORD-00375,2024-01-10,Michelle Thornton,Smartphone,,Ashley Benton,11.0,837.17,9208.869999999999
ORD-00376,2024-01-11,Brett Hayden,Smartphone,South America,James Cross,17.0,717.27,12193.59
ORD-00377,2024-01-12,Rebecca Carlson,,South America,Kim Melton,8.0,414.09,3312.72
ORD-00378,2024-01-13,Corey Morgan,Smartphone,North America,Tyrone Gonzalez,5.0,578.26,2891.3
ORD-00379,2024-01-14,Raymond Howard,Tablet,North America,Amber Turner,5.0,571.29,2856.45
ORD-00380,2024-01-15,Nicole Berry,Laptop,Asia,Kathryn Taylor,9.0,169.97,1529.73
ORD-00381,2024-01-16,Roger Hughes,,North America,Gwendolyn Hill,19.0,780.46,14828.740000000002
ORD-00382,2024-01-17,Brandon Murray,Tablet,Asia,Erin Rodriguez,10.0,,
ORD-00383,2024-01-18,Tiffany Adams,Laptop,Europe,John Sparks,18.0,79.19,1425.42
ORD-00384,2024-01-19,Zachary Acosta,Laptop,Europe,Julie Brown MD,1.0,396.47,396.47
ORD-00385,2024-01-20,Luke Porter,Smartphone,Europe,Thomas Moore,2.0,609.09,1218.18
ORD-00386,2024-01-21,Diane Watson,Laptop,South America,Grant Grant,17.0,544.97,9264.49
ORD-00387,2024-01-22,Steven Williams,Laptop,Europe,Terri Keller,17.0,887.89,15094.13
ORD-00388,2024-01-23,Gregory Kennedy,Smartphone,Asia,Jo Bruce,4.0,835.89,3343.56
ORD-00389,2024-01-24,Laura Hart,Laptop,South America,Felicia Nelson,19.0,104.47,1984.93
ORD-00390,2024-01-25,Brian Nicholson,Laptop,South America,Megan Davis,17.0,828.6,14086.2
ORD-00391,2024-01-26,Anthony Brown,Laptop,South America,Robert Price,,,
ORD-00392,2024-01-27,Kaylee Luna,Smartphone,North America,John Ochoa,12.0,111.36,1336.32
ORD-00393,2024-01-28,Susan Ballard,Laptop,,Daisy Johnson,3.0,548.68,1646.04
ORD-00394,2024-01-29,Jacob Smith,Smartphone,North America,Shawn Ware,,92.15,
ORD-00395,2024-01-30,Mariah Gates,Tablet,North America,Kathryn Proctor,5.0,,
ORD-00396,2024-01-31,Kyle Macdonald,Smartphone,North America,Joshua Galvan,16.0,906.5,14504.0
ORD-00397,2024-02-01,Susan Sandoval,Smartphone,,Joshua Woods,3.0,505.43,1516.29
ORD-00398,2024-02-02,Nicholas Grimes,Smartphone,Asia,Anthony Evans,15.0,188.61,2829.15
ORD-00399,2024-02-03,Donna Suarez,Laptop,South America,Bryce Reynolds,10.0,576.01,5760.1
ORD-00400,2024-02-04,Michelle Rivera,Tablet,,Robert Blackburn,6.0,361.67,2170.02
ORD-00401,2024-02-05,Rita Davis,Smartphone,South America,Amanda Bowers,8.0,678.9,5431.2
ORD-00402,2024-02-06,Andrea Schneider,Tablet,North America,Felicia Elliott,16.0,171.16,2738.56
ORD-00403,2024-02-07,Karen Cervantes,Smartphone,North America,Michele Moore,3.0,888.76,2666.2799999999997
ORD-00404,2024-02-08,Matthew Murray,Smartphone,Asia,Mrs. Jessica Garrett DDS,14.0,57.03,798.4200000000001
ORD-00405,2024-02-09,Briana Brown,Smartphone,South America,Zachary King,7.0,896.52,6275.639999999999
ORD-00406,2024-02-10,Antonio Schwartz,Smartphone,Europe,Mr. Michael Contreras,15.0,922.98,13844.7
ORD-00407,2024-02-11,Mark Jackson,Tablet,North America,Alexandra Smith,1.0,957.1,957.1
ORD-00408,2024-02-12,Thomas Jackson,Tablet,Europe,Tim Johnson,4.0,749.46,2997.84
ORD-00409,2024-02-13,Misty Hunt,Tablet,,Dawn Deleon,8.0,301.97,2415.76
ORD-00410,2024-02-14,Erica Harris,Tablet,Europe,Taylor Simmons,16.0,676.45,10823.2
ORD-00411,2024-02-15,Katherine Webb,Smartphone,North America,Jonathan Mcdonald,10.0,275.08,2750.7999999999997
ORD-00412,2024-02-16,Mary Martinez,Tablet,Europe,Cassandra Sanchez,16.0,280.82,4493.12
ORD-00413,2024-02-17,Gregory Bauer,Tablet,South America,Tonya Ellison,13.0,459.67,5975.71
ORD-00414,2024-02-18,Calvin Pope,Smartphone,South America,Daniel Fuller,16.0,217.79,3484.64
ORD-00415,2024-02-19,Gary Jimenez,Smartphone,South America,Colin Williams,12.0,721.14,8653.68
ORD-00416,2024-02-20,James Butler,Smartphone,South America,Gina Ferguson,4.0,521.5,2086.0
ORD-00417,2024-02-21,Dawn Wolf DDS,Tablet,South America,Nicholas Wilson,7.0,803.2,5622.400000000001
ORD-00418,2024-02-22,Robert Martinez,,Europe,John Duncan,10.0,505.93,5059.3
ORD-00419,2024-02-23,Ana Walker,Smartphone,South America,William Hernandez,5.0,90.85,454.25
ORD-00420,2024-02-24,Robyn Morrison,Tablet,Europe,Jean Jackson,13.0,151.26,1966.3799999999999
ORD-00421,2024-02-25,Curtis Boone,Tablet,Europe,Paula Aguilar,3.0,746.1,2238.3
ORD-00422,2024-02-26,Dylan Jensen,Laptop,Europe,Allison Davis,5.0,377.86,1889.3000000000002
ORD-00423,2024-02-27,Daniel Bowman,,North America,Jessica Morgan,17.0,546.36,9288.12
ORD-00424,2024-02-28,Mark Wilson,Smartphone,South America,Andrea Woods,7.0,965.05,6755.349999999999
ORD-00425,2024-02-29,Jessica Herrera,Smartphone,North America,Jon Coffey,15.0,998.27,14974.05
ORD-00426,2024-03-01,Sara Frazier,Laptop,South America,Derrick Brown,5.0,287.05,1435.25
ORD-00427,2024-03-02,Donna Young,Tablet,Asia,Dylan Wilson,1.0,327.53,327.53
ORD-00428,2024-03-03,Ashley Craig,Laptop,Asia,Leonard Walter,3.0,373.0,1119.0
ORD-00429,2024-03-04,John Guerra,Tablet,North America,Kaitlin Olson,16.0,918.9,14702.4
ORD-00430,2024-03-05,Brenda King,Smartphone,Asia,Sean Harris,5.0,993.13,4965.65
ORD-00431,2024-03-06,Molly Adams,Laptop,Europe,Christopher Gregory,5.0,195.28,976.4
ORD-00432,2024-03-07,Andrew Wright,Smartphone,Asia,Timothy Fowler,15.0,804.58,12068.7
ORD-00433,2024-03-08,Brooke Saunders,Laptop,South America,Rebecca Perry,5.0,857.98,4289.9
ORD-00434,2024-03-09,David Carter,Smartphone,South America,Julian Stewart,14.0,407.37,5703.18
ORD-00435,2024-03-10,Gregory Snow,Smartphone,North America,Ryan Fernandez,14.0,112.07,1568.98
ORD-00436,2024-03-11,Angela Smith,Laptop,Asia,Laura Frazier,4.0,56.17,224.68
ORD-00437,2024-03-12,Jason Edwards,Tablet,South America,Wendy Curtis,10.0,188.67,1886.6999999999998
ORD-00438,2024-03-13,Michael Ramos,Laptop,South America,Dr. Thomas Yu Jr.,2.0,744.26,1488.52
ORD-00439,2024-03-14,Donald Estes,Smartphone,Asia,Aaron Turner,2.0,407.25,814.5
ORD-00440,2024-03-15,Robin Baker,Tablet,South America,Jennifer Kennedy,15.0,920.51,13807.65
ORD-00441,2024-03-16,Peggy Meyer,Laptop,Europe,Richard Williams,5.0,317.82,1589.1
ORD-00442,2024-03-17,Christian Palmer,Tablet,Europe,Cynthia Patel,17.0,645.35,10970.95
ORD-00443,2024-03-18,Stephen Bradley,Tablet,North America,Charles Smith,7.0,62.12,434.84
ORD-00444,2024-03-19,Nathan Mills,Tablet,,Andrea Underwood DVM,11.0,165.72,1822.92
ORD-00445,2024-03-20,Melissa Price,Tablet,,Christopher Smith,13.0,930.04,12090.52
ORD-00446,2024-03-21,Charles Stokes,Tablet,,Juan Jordan,16.0,555.82,8893.12
ORD-00447,2024-03-22,John Roberts,Smartphone,South America,Daniel Davis,14.0,848.72,11882.08
ORD-00448,2024-03-23,Raymond Arnold,Laptop,South America,Jamie Reed,11.0,636.85,7005.35
ORD-00449,2024-03-24,Edward Stark,,Europe,Jeffrey King,2.0,60.86,121.72
ORD-00450,2024-03-25,Matthew Benton,Laptop,North America,Justin Miller,5.0,,
ORD-00451,2024-03-26,Tiffany Stewart,Tablet,South America,Shelby Garcia,19.0,892.91,16965.29
ORD-00452,2024-03-27,Kevin Scott,Laptop,,Jonathon Meyers,3.0,976.71,2930.13
ORD-00453,2024-03-28,William Wright,Smartphone,Asia,Katherine Ortiz,18.0,479.9,8638.199999999999
ORD-00454,2024-03-29,Curtis Silva,Smartphone,South America,Deborah Smith,19.0,,
ORD-00455,2024-03-30,Alexis Pittman,Smartphone,South America,Allison Brown,11.0,502.87,5531.57
ORD-00456,2024-03-31,Victoria Baker,Laptop,Europe,John Carrillo,18.0,158.01,2844.18
ORD-00457,2024-04-01,Andrew Chang,Tablet,South America,Chad Burnett,10.0,630.53,6305.299999999999
ORD-00458,2024-04-02,Jesus Wallace,Laptop,South America,Angela Townsend,5.0,91.65,458.25
ORD-00459,2024-04-03,Ricky Hill,Laptop,Asia,Justin Harris,16.0,798.53,12776.48
ORD-00460,2024-04-04,Todd Jackson,Tablet,North America,Clifford Chandler,4.0,354.79,1419.16
ORD-00461,2024-04-05,William Walker,Tablet,,Melissa Gray DVM,2.0,523.95,1047.9
ORD-00462,2024-04-06,Andrew Perez,Smartphone,Asia,Ryan Sharp,8.0,471.92,3775.36
ORD-00463,2024-04-07,Daniel Smith,Tablet,North America,Selena Johnston,12.0,,
ORD-00464,2024-04-08,Jamie Perez,Laptop,Asia,Tracy Glenn,15.0,782.77,11741.55
ORD-00465,2024-04-09,Gregory Schultz,Smartphone,North America,Daniel Blanchard,15.0,428.27,6424.049999999999
ORD-00466,2024-04-10,Stephanie Gonzales,Smartphone,North America,Laura Brown,3.0,251.33,753.99
ORD-00467,2024-04-11,Melinda Dixon,Smartphone,North America,David Morris Jr.,6.0,544.95,3269.7000000000003
ORD-00468,2024-04-12,Bryan Watts,Smartphone,North America,Eric Sullivan,6.0,,
ORD-00469,2024-04-13,Jacob Martinez,Laptop,South America,Richard Rollins,14.0,625.99,8763.86
ORD-00470,2024-04-14,Ashley Myers,Smartphone,Asia,Brian Patel,13.0,941.65,12241.449999999999
ORD-00471,2024-04-15,Juan Delacruz,Tablet,North America,Kathleen Berry,4.0,207.73,830.92
ORD-00472,2024-04-16,Julian Myers,Laptop,Europe,Sarah Gonzales,4.0,679.72,2718.88
ORD-00473,2024-04-17,Ryan Turner,Smartphone,South America,Frank Martinez,10.0,322.76,3227.6
ORD-00474,2024-04-18,Bryan Roberts,Tablet,Europe,Rebecca Mills,1.0,761.79,761.79
ORD-00475,2024-04-19,Edward Chang,Laptop,South America,Stacy Smith,7.0,440.35,3082.4500000000003
ORD-00476,2024-04-20,Emily King,Laptop,Europe,Kristi Walsh,7.0,838.7,5870.900000000001
ORD-00477,2024-04-21,Jonathan Smith,Laptop,South America,Jared Lawrence,10.0,993.14,9931.4
ORD-00478,2024-04-22,Zachary Singleton,Tablet,Asia,Timothy Navarro,19.0,490.53,9320.07
ORD-00479,2024-04-23,Jessica Warner,Tablet,Asia,Maria Brown,13.0,580.2,7542.6
ORD-00480,2024-04-24,John Smith,Smartphone,Asia,Karen Holt,9.0,363.3,3269.7000000000003
ORD-00481,2024-04-25,Alan Adams,Laptop,South America,Michael Jones,2.0,308.33,616.66
ORD-00482,2024-04-26,Mary Bridges,Tablet,Asia,Derek Black,6.0,913.32,5479.92
ORD-00483,2024-04-27,Mitchell Dudley,Tablet,Asia,Mrs. Krista Brown,2.0,585.63,1171.26
ORD-00484,2024-04-28,Jasmine Weaver,Smartphone,Europe,Julie Jones,12.0,157.75,1893.0
ORD-00485,2024-04-29,Robin Wilson,,South America,Timothy Clarke,17.0,,
ORD-00486,2024-04-30,James Henson,Smartphone,Asia,Christopher Gomez,18.0,921.74,16591.32
ORD-00487,2024-05-01,Jody Reynolds,Laptop,,Benjamin Brown,16.0,726.88,11630.08
ORD-00488,2024-05-02,Margaret Willis,Laptop,North America,Timothy Lewis,8.0,909.47,7275.76
ORD-00489,2024-05-03,Cindy Taylor,Laptop,Asia,Michelle Wilson,17.0,684.72,11640.24
ORD-00490,2024-05-04,Matthew Jones,Laptop,North America,Susan Perry,9.0,86.87,781.83
ORD-00491,2024-05-05,Tyrone Blanchard,Tablet,,Kevin Martinez,4.0,155.4,621.6
ORD-00492,2024-05-06,Richard Smith,Smartphone,Europe,Leslie Ramirez,5.0,753.09,3765.4500000000003
ORD-00493,2024-05-07,George Clark,Laptop,South America,Andrea Nelson,12.0,218.49,2621.88
ORD-00494,2024-05-08,Matthew Watson,Tablet,North America,Brittney Turner,11.0,607.92,6687.12
ORD-00495,2024-05-09,Katherine Murphy,Tablet,Europe,John Robles,17.0,306.41,5208.97
ORD-00496,2024-05-10,Tracy Schmidt,Tablet,Europe,David Anderson,15.0,713.82,10707.300000000001
ORD-00497,2024-05-11,Tina Carter,Laptop,South America,Angela Horne,14.0,413.61,5790.54
ORD-00498,2024-05-12,Courtney Haynes,Tablet,Asia,Roger Bartlett,16.0,919.43,14710.88
ORD-00499,2024-05-13,Tina Turner,Laptop,Asia,Victoria Watson,19.0,292.09,5549.709999999999
ORD-00500,2024-05-14,Allison White MD,Laptop,North America,Amy Foley,19.0,277.36,5269.84
ORD-00501,2024-05-15,Lance Patterson,Tablet,North America,Cynthia Rasmussen,,799.69,
ORD-00502,2024-05-16,Levi Mitchell,Smartphone,Europe,Heather Blake,9.0,798.65,7187.849999999999
ORD-00503,2024-05-17,Lisa Rodriguez,Tablet,Asia,Marilyn Jones,9.0,810.91,7298.19
ORD-00504,2024-05-18,Terri Gonzalez,Tablet,Asia,Eileen Olson,15.0,204.7,3070.5
ORD-00505,2024-05-19,Miguel Thompson,Tablet,Europe,Kimberly Schroeder,9.0,394.64,3551.7599999999998
ORD-00506,2024-05-20,Connor Taylor,Smartphone,Europe,William Johnson,10.0,851.95,8519.5
ORD-00507,2024-05-21,Donna Wilkinson,Tablet,South America,Thomas Ortiz,7.0,972.07,6804.490000000001
ORD-00508,2024-05-22,Ivan Campbell,Smartphone,Europe,Mitchell Williamson,18.0,113.24,2038.32
ORD-00509,2024-05-23,Ashley Jordan,Tablet,Europe,Mrs. Mandy Villanueva DDS,,694.13,
ORD-00510,2024-05-24,Danny Rodriguez,Laptop,Europe,Gary Alvarado,1.0,501.67,501.67
ORD-00511,2024-05-25,Michael Cooper,Laptop,North America,Gregory Russell,6.0,323.27,1939.62
ORD-00512,2024-05-26,Jennifer Perez,Laptop,Europe,Jeffrey Vargas,3.0,255.35,766.05
ORD-00513,2024-05-27,Heather Mendez,Smartphone,South America,Catherine Herrera,16.0,,
ORD-00514,2024-05-28,Sarah Nolan,Smartphone,Europe,Jared Wood,5.0,983.07,4915.35
ORD-00515,2024-05-29,Dr. Jacob Kirby,Laptop,Asia,Matthew Long,16.0,995.28,15924.48
ORD-00516,2024-05-30,Dr. Anthony Price MD,Smartphone,South America,Shirley Hunt,9.0,239.77,2157.9300000000003
ORD-00517,2024-05-31,Matthew Gibson,Smartphone,North America,Christopher Hill,4.0,172.43,689.72
ORD-00518,2024-06-01,Joshua Perkins,Smartphone,South America,Audrey Watts,2.0,870.93,1741.86
ORD-00519,2024-06-02,Michael Wells,Smartphone,North America,Timothy Combs,6.0,493.49,2960.94
ORD-00520,2024-06-03,David Ortiz,Smartphone,Asia,Priscilla Diaz,6.0,655.21,3931.26
ORD-00521,2024-06-04,Kristin Smith,Tablet,North America,Kelly Salazar,19.0,844.01,16036.19
ORD-00522,2024-06-05,Matthew Ford,Laptop,South America,Nicole Robinson,6.0,218.37,1310.22
ORD-00523,2024-06-06,Rachel Osborne,Laptop,Europe,Stephanie Roach,6.0,903.0,5418.0
ORD-00524,2024-06-07,Ana Fisher,Laptop,North America,Mary Clark,14.0,298.62,4180.68
ORD-00525,2024-06-08,John Mason,Smartphone,Europe,Jasmine Rios,13.0,962.71,12515.23
ORD-00526,2024-06-09,Dana Garza,Laptop,North America,Emily Smith,8.0,114.14,913.12
ORD-00527,2024-06-10,Tammy Best,Tablet,Europe,John Poole,4.0,170.24,680.96
ORD-00528,2024-06-11,Michael Wood,Tablet,Asia,Alicia Young,4.0,368.38,1473.52
ORD-00529,2024-06-12,Joseph Sampson,Smartphone,Europe,Paul Figueroa,4.0,551.24,2204.96
ORD-00530,2024-06-13,Ricardo Hood,Smartphone,Asia,John Nixon,11.0,292.56,3218.16
ORD-00531,2024-06-14,Ronald Snyder,Smartphone,North America,Caitlyn Murphy,14.0,792.72,11098.08
ORD-00532,2024-06-15,Deborah Castro,Tablet,North America,Vanessa Collier,8.0,783.43,6267.44
ORD-00533,2024-06-16,Christopher Sanders,Smartphone,South America,Allison Pierce,1.0,84.4,84.4
ORD-00534,2024-06-17,Brenda Maddox,Laptop,South America,Todd Wells,5.0,614.28,3071.3999999999996
ORD-00535,2024-06-18,Karen Sanchez,Smartphone,Europe,Stacey Young,7.0,619.99,4339.93
